timestamp,class,count
2025-05-20 19:12:54,person,1
2025-05-20 19:12:54,couch,1
2025-05-20 19:12:54,chair,2
2025-05-20 19:12:54,person,1
2025-05-20 19:12:54,chair,1
2025-05-20 19:12:54,couch,1
2025-05-20 19:12:54,suitcase,1
2025-05-20 19:12:54,person,1
2025-05-20 19:12:54,suitcase,1
2025-05-20 19:12:54,chair,1
2025-05-20 19:12:54,couch,1
2025-05-20 19:12:55,person,1
2025-05-20 19:12:55,suitcase,1
2025-05-20 19:12:55,person,1
2025-05-20 19:12:55,chair,2
2025-05-20 19:12:55,couch,1
2025-05-20 19:12:55,person,1
2025-05-20 19:12:55,suitcase,1
2025-05-20 19:12:55,chair,1
2025-05-20 19:12:55,couch,1
2025-05-20 19:12:55,person,1
2025-05-20 19:12:55,chair,2
2025-05-20 19:12:55,couch,1
2025-05-20 19:12:55,person,1
2025-05-20 19:12:55,couch,1
2025-05-20 19:12:55,person,1
2025-05-20 19:12:55,chair,2
2025-05-20 19:12:55,couch,1
2025-05-20 19:12:56,person,1
2025-05-20 19:12:56,chair,2
2025-05-20 19:12:56,couch,1
2025-05-20 19:12:56,person,1
2025-05-20 19:12:56,chair,1
2025-05-20 19:12:56,person,1
2025-05-20 19:12:56,chair,1
2025-05-20 19:12:56,couch,1
2025-05-20 19:12:56,person,1
2025-05-20 19:12:56,chair,1
2025-05-20 19:12:56,couch,1
2025-05-20 19:12:56,person,1
2025-05-20 19:12:56,couch,2
2025-05-20 19:12:56,person,1
2025-05-20 19:12:56,chair,1
2025-05-20 19:12:56,couch,1
2025-05-20 19:12:57,person,1
2025-05-20 19:12:57,person,1
2025-05-20 19:12:57,couch,1
2025-05-20 19:12:57,chair,1
2025-05-20 19:12:57,person,1
2025-05-20 19:12:57,couch,1
2025-05-20 19:12:57,person,1
2025-05-20 19:12:57,suitcase,1
2025-05-20 19:12:57,couch,1
2025-05-20 19:12:57,person,1
2025-05-20 19:12:57,couch,2
2025-05-20 19:12:57,person,1
2025-05-20 19:12:57,chair,1
2025-05-20 19:12:57,couch,1
2025-05-20 19:12:58,person,1
2025-05-20 19:12:58,couch,1
2025-05-20 19:12:58,person,1
2025-05-20 19:12:58,couch,1
2025-05-20 19:12:58,chair,1
2025-05-20 19:12:58,person,1
2025-05-20 19:12:58,couch,2
2025-05-20 19:12:58,person,1
2025-05-20 19:12:58,chair,2
2025-05-20 19:12:58,couch,1
2025-05-20 19:12:58,person,1
2025-05-20 19:12:58,chair,2
2025-05-20 19:12:58,couch,1
2025-05-20 19:12:58,person,1
2025-05-20 19:12:58,chair,2
2025-05-20 19:12:59,person,1
2025-05-20 19:12:59,chair,1
2025-05-20 19:12:59,couch,1
2025-05-20 19:12:59,person,1
2025-05-20 19:12:59,couch,1
2025-05-20 19:12:59,person,1
2025-05-20 19:12:59,suitcase,1
2025-05-20 19:12:59,couch,1
2025-05-20 19:12:59,person,1
2025-05-20 19:12:59,couch,2
2025-05-20 19:12:59,person,1
2025-05-20 19:12:59,couch,2
2025-05-20 19:12:59,chair,1
2025-05-20 19:12:59,person,1
2025-05-20 19:12:59,chair,2
2025-05-20 19:12:59,couch,1
2025-05-20 19:13:00,person,1
2025-05-20 19:13:00,chair,2
2025-05-20 19:13:00,person,1
2025-05-20 19:13:00,chair,2
2025-05-20 19:13:00,couch,1
2025-05-20 19:13:00,person,1
2025-05-20 19:13:00,chair,1
2025-05-20 19:13:00,couch,1
2025-05-20 19:13:00,person,1
2025-05-20 19:13:00,chair,2
2025-05-20 19:13:00,couch,1
2025-05-20 19:13:00,person,1
2025-05-20 19:13:00,chair,2
2025-05-20 19:13:00,couch,1
2025-05-20 19:13:00,person,1
2025-05-20 19:13:00,chair,2
2025-05-20 19:13:01,person,1
2025-05-20 19:13:01,chair,2
2025-05-20 19:13:01,couch,1
2025-05-20 19:13:01,person,1
2025-05-20 19:13:01,couch,1
2025-05-20 19:13:01,chair,2
2025-05-20 19:13:01,person,1
2025-05-20 19:13:01,chair,2
2025-05-20 19:13:01,person,1
2025-05-20 19:13:01,chair,1
2025-05-20 19:13:01,couch,2
2025-05-20 19:13:01,person,1
2025-05-20 19:13:01,chair,2
2025-05-20 19:13:01,couch,2
2025-05-20 19:13:01,person,1
2025-05-20 19:13:01,chair,1
2025-05-20 19:13:01,couch,1
2025-05-20 19:13:02,person,1
2025-05-20 19:13:02,chair,1
2025-05-20 19:13:02,couch,1
2025-05-20 19:13:02,person,1
2025-05-20 19:13:02,suitcase,1
2025-05-20 19:13:02,chair,1
2025-05-20 19:13:02,couch,1
2025-05-20 19:13:02,person,1
2025-05-20 19:13:02,suitcase,1
2025-05-20 19:13:02,couch,2
2025-05-20 19:13:02,chair,1
2025-05-20 19:13:02,person,1
2025-05-20 19:13:02,chair,1
2025-05-20 19:13:02,couch,2
2025-05-20 19:13:02,person,1
2025-05-20 19:13:02,suitcase,1
2025-05-20 19:13:02,chair,1
2025-05-20 19:13:02,couch,1
2025-05-20 19:13:02,person,1
2025-05-20 19:13:02,chair,2
2025-05-20 19:13:02,suitcase,1
2025-05-20 19:13:02,couch,1
2025-05-20 19:13:03,person,1
2025-05-20 19:13:03,couch,1
2025-05-20 19:13:03,chair,1
2025-05-20 19:13:03,suitcase,1
2025-05-20 19:13:03,person,1
2025-05-20 19:13:03,couch,2
2025-05-20 19:13:03,chair,1
2025-05-20 19:13:03,person,1
2025-05-20 19:13:03,couch,2
2025-05-20 19:13:03,person,1
2025-05-20 19:13:03,chair,2
2025-05-20 19:13:03,couch,1
2025-05-20 19:13:03,person,1
2025-05-20 19:13:03,chair,2
2025-05-20 19:13:03,person,1
2025-05-20 19:13:03,chair,2
2025-05-20 19:13:04,person,1
2025-05-20 19:13:04,chair,2
2025-05-20 19:13:04,couch,1
2025-05-20 19:13:04,person,1
2025-05-20 19:13:04,chair,1
2025-05-20 19:13:04,couch,1
2025-05-20 19:13:04,person,1
2025-05-20 19:13:04,chair,2
2025-05-20 19:13:04,person,1
2025-05-20 19:13:04,chair,2
2025-05-20 19:13:04,couch,1
2025-05-20 19:13:04,person,2
2025-05-20 19:13:04,chair,2
2025-05-20 19:13:04,couch,1
2025-05-20 19:13:04,person,2
2025-05-20 19:13:04,chair,2
2025-05-20 19:13:04,couch,1
2025-05-20 19:13:05,person,1
2025-05-20 19:13:05,chair,2
2025-05-20 19:13:05,couch,1
2025-05-20 19:13:05,person,1
2025-05-20 19:13:05,chair,2
2025-05-20 19:13:05,couch,1
2025-05-20 19:13:05,person,1
2025-05-20 19:13:05,chair,2
2025-05-20 19:13:05,couch,1
2025-05-20 19:13:05,person,1
2025-05-20 19:13:05,couch,1
2025-05-20 19:13:05,chair,2
2025-05-20 19:13:05,person,1
2025-05-20 19:13:05,couch,2
2025-05-20 19:13:05,chair,1
2025-05-20 19:13:05,person,1
2025-05-20 19:13:05,chair,1
2025-05-20 19:13:06,person,1
2025-05-20 19:13:06,chair,1
2025-05-20 19:13:06,couch,1
2025-05-20 19:13:06,person,1
2025-05-20 19:13:06,chair,1
2025-05-20 19:13:06,couch,1
2025-05-20 19:13:06,person,1
2025-05-20 19:13:06,chair,1
2025-05-20 19:13:06,couch,1
2025-05-20 19:13:06,person,1
2025-05-20 19:13:06,chair,1
2025-05-20 19:13:06,couch,1
2025-05-20 19:13:06,person,1
2025-05-20 19:13:06,chair,1
2025-05-20 19:13:06,couch,1
2025-05-20 19:13:07,person,1
2025-05-20 19:13:07,chair,1
2025-05-20 19:13:07,couch,1
2025-05-20 19:13:07,person,1
2025-05-20 19:13:07,couch,1
2025-05-20 19:13:07,person,2
2025-05-20 19:13:07,person,1
2025-05-20 19:13:07,couch,1
2025-05-20 19:13:07,person,1
2025-05-20 19:13:07,chair,1
2025-05-20 19:13:07,person,1
2025-05-20 19:13:07,chair,2
2025-05-20 19:13:07,couch,1
2025-05-20 19:13:08,person,1
2025-05-20 19:13:08,chair,2
2025-05-20 19:13:08,person,1
2025-05-20 19:13:08,chair,1
2025-05-20 19:13:08,person,1
2025-05-20 19:13:08,chair,1
2025-05-20 19:13:08,couch,1
2025-05-20 19:13:08,person,1
2025-05-20 19:13:08,chair,2
2025-05-20 19:13:08,person,1
2025-05-20 19:13:08,chair,1
2025-05-20 19:13:08,couch,2
2025-05-20 19:13:08,person,1
2025-05-20 19:13:08,chair,1
2025-05-20 19:13:09,person,1
2025-05-20 19:13:09,chair,1
2025-05-20 19:13:09,couch,1
2025-05-20 19:13:09,person,1
2025-05-20 19:13:09,chair,1
2025-05-20 19:13:09,couch,1
2025-05-20 19:13:09,person,1
2025-05-20 19:13:09,chair,1
2025-05-20 19:13:09,couch,1
2025-05-20 19:13:09,person,1
2025-05-20 19:13:09,chair,1
2025-05-20 19:13:09,couch,1
2025-05-20 19:13:09,person,1
2025-05-20 19:13:09,chair,1
2025-05-20 19:13:09,couch,1
2025-05-20 19:13:09,person,1
2025-05-20 19:13:09,chair,1
2025-05-20 19:13:09,couch,1
2025-05-20 19:13:10,person,1
2025-05-20 19:13:10,chair,2
2025-05-20 19:13:10,couch,1
2025-05-20 19:13:10,person,1
2025-05-20 19:13:10,chair,1
2025-05-20 19:13:10,couch,2
2025-05-20 19:13:10,person,1
2025-05-20 19:13:10,chair,2
2025-05-20 19:13:10,couch,1
2025-05-20 19:13:10,person,1
2025-05-20 19:13:10,chair,1
2025-05-20 19:13:10,couch,1
2025-05-20 19:13:10,person,1
2025-05-20 19:13:10,chair,1
2025-05-20 19:13:10,couch,1
2025-05-20 19:13:10,person,1
2025-05-20 19:13:10,chair,2
2025-05-20 19:13:10,couch,1
2025-05-20 19:13:11,person,1
2025-05-20 19:13:11,chair,1
2025-05-20 19:13:11,couch,2
2025-05-20 19:13:11,person,1
2025-05-20 19:13:11,couch,2
2025-05-20 19:13:11,chair,1
2025-05-20 19:13:11,person,1
2025-05-20 19:13:11,chair,2
2025-05-20 19:13:11,couch,1
2025-05-20 19:13:11,person,1
2025-05-20 19:13:11,chair,2
2025-05-20 19:13:11,couch,1
2025-05-20 19:13:11,person,1
2025-05-20 19:13:11,chair,2
2025-05-20 19:13:11,couch,1
2025-05-20 19:13:11,person,1
2025-05-20 19:13:11,chair,1
2025-05-20 19:13:11,couch,2
2025-05-20 19:13:12,person,1
2025-05-20 19:13:12,chair,2
2025-05-20 19:13:12,couch,1
2025-05-20 19:13:12,person,1
2025-05-20 19:13:12,chair,2
2025-05-20 19:13:12,couch,1
2025-05-20 19:13:12,person,1
2025-05-20 19:13:12,couch,1
2025-05-20 19:13:12,person,1
2025-05-20 19:13:12,couch,1
2025-05-20 19:13:12,person,2
2025-05-20 19:13:13,person,1
2025-05-20 19:13:13,chair,1
2025-05-20 19:13:13,couch,1
2025-05-20 19:13:13,person,2
2025-05-20 19:13:13,chair,1
2025-05-20 19:13:13,person,2
2025-05-20 19:13:13,chair,1
2025-05-20 19:13:13,couch,2
2025-05-20 19:13:13,person,3
2025-05-20 19:13:13,chair,1
2025-05-20 19:13:13,couch,1
2025-05-20 19:13:13,person,1
2025-05-20 19:13:13,chair,1
2025-05-20 19:13:13,couch,1
2025-05-20 19:13:13,person,2
2025-05-20 19:13:13,couch,1
2025-05-20 19:13:14,person,1
2025-05-20 19:13:14,chair,1
2025-05-20 19:13:14,couch,1
2025-05-20 19:13:14,person,1
2025-05-20 19:13:14,couch,1
2025-05-20 19:13:14,person,2
2025-05-20 19:13:14,chair,1
2025-05-20 19:13:14,couch,1
2025-05-20 19:13:14,person,2
2025-05-20 19:13:14,chair,1
2025-05-20 19:13:14,couch,1
2025-05-20 19:13:14,person,1
2025-05-20 19:13:14,couch,1
2025-05-20 19:13:15,person,1
2025-05-20 19:13:15,couch,1
2025-05-20 19:13:15,person,2
2025-05-20 19:13:15,couch,1
2025-05-20 19:13:15,person,2
2025-05-20 19:13:15,person,1
2025-05-20 19:13:15,chair,1
2025-05-20 19:13:15,couch,1
2025-05-20 19:13:15,person,2
2025-05-20 19:13:15,couch,1
2025-05-20 19:13:15,person,1
2025-05-20 19:13:15,couch,2
2025-05-20 19:13:15,chair,1
2025-05-20 19:13:16,person,2
2025-05-20 19:13:16,suitcase,1
2025-05-20 19:13:16,chair,1
2025-05-20 19:13:16,couch,1
2025-05-20 19:13:16,person,1
2025-05-20 19:13:16,chair,1
2025-05-20 19:13:16,person,1
2025-05-20 19:13:16,chair,2
2025-05-20 19:13:16,couch,1
2025-05-20 19:13:16,person,1
2025-05-20 19:13:16,couch,2
2025-05-20 19:13:16,chair,1
2025-05-20 19:13:16,person,1
2025-05-20 19:13:16,chair,1
2025-05-20 19:13:16,couch,2
2025-05-20 19:13:16,person,1
2025-05-20 19:13:16,chair,1
2025-05-20 19:13:16,couch,1
2025-05-20 19:13:17,person,1
2025-05-20 19:13:17,chair,1
2025-05-20 19:13:17,couch,1
2025-05-20 19:13:17,person,1
2025-05-20 19:13:17,chair,1
2025-05-20 19:13:17,person,1
2025-05-20 19:13:17,chair,1
2025-05-20 19:13:17,couch,1
2025-05-20 19:13:17,person,1
2025-05-20 19:13:17,chair,1
2025-05-20 19:13:17,person,1
2025-05-20 19:13:17,chair,1
2025-05-20 19:13:17,couch,2
2025-05-20 19:13:17,person,1
2025-05-20 19:13:17,chair,1
2025-05-20 19:13:17,couch,2
2025-05-20 19:13:18,person,1
2025-05-20 19:13:18,chair,1
2025-05-20 19:13:18,couch,2
2025-05-20 19:13:18,person,1
2025-05-20 19:13:18,chair,1
2025-05-20 19:13:18,couch,1
2025-05-20 19:13:18,person,1
2025-05-20 19:13:18,chair,1
2025-05-20 19:13:18,couch,2
2025-05-20 19:13:18,person,1
2025-05-20 19:13:18,chair,1
2025-05-20 19:13:18,couch,1
2025-05-20 19:13:18,person,1
2025-05-20 19:13:18,chair,1
2025-05-20 19:13:18,couch,1
2025-05-20 19:13:18,person,1
2025-05-20 19:13:18,chair,2
2025-05-20 19:13:18,couch,1
2025-05-20 19:13:19,person,1
2025-05-20 19:13:19,chair,1
2025-05-20 19:13:19,person,1
2025-05-20 19:13:19,chair,1
2025-05-20 19:13:19,couch,1
2025-05-20 19:13:19,person,1
2025-05-20 19:13:19,chair,1
2025-05-20 19:13:19,couch,1
2025-05-20 19:13:19,person,1
2025-05-20 19:13:19,chair,1
2025-05-20 19:13:19,couch,1
2025-05-20 19:13:19,person,1
2025-05-20 19:13:19,chair,1
2025-05-20 19:13:19,couch,1
2025-05-20 19:13:19,person,1
2025-05-20 19:13:19,chair,1
2025-05-20 19:13:19,couch,1
2025-05-20 19:13:20,person,1
2025-05-20 19:13:20,chair,1
2025-05-20 19:13:20,couch,2
2025-05-20 19:13:20,person,1
2025-05-20 19:13:20,chair,1
2025-05-20 19:13:20,couch,1
2025-05-20 19:13:20,person,1
2025-05-20 19:13:20,chair,1
2025-05-20 19:13:20,person,1
2025-05-20 19:13:20,chair,1
2025-05-20 19:13:20,person,1
2025-05-20 19:13:20,chair,1
2025-05-20 19:13:20,couch,1
2025-05-20 19:13:21,person,1
2025-05-20 19:13:21,couch,1
2025-05-20 19:13:21,chair,1
2025-05-20 19:13:21,person,1
2025-05-20 19:13:21,chair,1
2025-05-20 19:13:21,couch,1
2025-05-20 19:13:21,person,1
2025-05-20 19:13:21,chair,1
2025-05-20 19:13:21,couch,1
2025-05-20 19:13:21,person,1
2025-05-20 19:13:21,chair,1
2025-05-20 19:13:21,person,1
2025-05-20 19:13:21,chair,1
2025-05-20 19:13:21,couch,2
2025-05-20 19:13:21,person,1
2025-05-20 19:13:21,chair,1
2025-05-20 19:13:21,couch,1
2025-05-20 19:13:22,person,1
2025-05-20 19:13:22,chair,1
2025-05-20 19:13:22,couch,1
2025-05-20 19:13:22,person,1
2025-05-20 19:13:22,chair,1
2025-05-20 19:13:22,person,1
2025-05-20 19:13:22,chair,2
2025-05-20 19:13:22,couch,1
2025-05-20 19:13:22,person,1
2025-05-20 19:13:22,chair,1
2025-05-20 19:13:22,couch,2
2025-05-20 19:13:22,person,1
2025-05-20 19:13:22,suitcase,1
2025-05-20 19:13:22,couch,2
2025-05-20 19:13:22,person,1
2025-05-20 19:13:22,suitcase,1
2025-05-20 19:13:22,couch,2
2025-05-20 19:13:23,person,1
2025-05-20 19:13:23,chair,1
2025-05-20 19:13:23,couch,2
2025-05-20 19:13:23,person,1
2025-05-20 19:13:23,chair,1
2025-05-20 19:13:23,couch,1
2025-05-20 19:13:23,person,1
2025-05-20 19:13:23,couch,2
2025-05-20 19:13:23,suitcase,1
2025-05-20 19:13:23,chair,1
2025-05-20 19:13:23,person,1
2025-05-20 19:13:23,chair,1
2025-05-20 19:13:23,person,1
2025-05-20 19:13:23,chair,1
2025-05-20 19:13:23,person,1
2025-05-20 19:13:23,chair,1
2025-05-20 19:13:24,person,1
2025-05-20 19:13:24,chair,1
2025-05-20 19:13:24,couch,1
2025-05-20 19:13:24,person,1
2025-05-20 19:13:24,chair,1
2025-05-20 19:13:24,couch,1
2025-05-20 19:13:24,person,1
2025-05-20 19:13:24,chair,1
2025-05-20 19:13:24,couch,1
2025-05-20 19:13:24,person,1
2025-05-20 19:13:24,chair,1
2025-05-20 19:13:24,suitcase,1
2025-05-20 19:13:24,couch,1
2025-05-20 19:13:24,person,1
2025-05-20 19:13:24,chair,1
2025-05-20 19:13:24,couch,2
2025-05-20 19:13:24,person,1
2025-05-20 19:13:24,chair,1
2025-05-20 19:13:24,couch,1
2025-05-20 19:13:25,person,1
2025-05-20 19:13:25,chair,1
2025-05-20 19:13:25,couch,1
2025-05-20 19:13:25,person,1
2025-05-20 19:13:25,chair,1
2025-05-20 19:13:25,couch,2
2025-05-20 19:13:25,person,1
2025-05-20 19:13:25,chair,2
2025-05-20 19:13:25,couch,1
2025-05-20 19:13:25,person,1
2025-05-20 19:13:25,chair,1
2025-05-20 19:13:25,person,1
2025-05-20 19:13:25,chair,1
2025-05-20 19:13:25,couch,1
2025-05-20 19:13:25,person,1
2025-05-20 19:13:25,chair,1
2025-05-20 19:13:25,couch,2
2025-05-20 19:13:26,person,1
2025-05-20 19:13:26,chair,1
2025-05-20 19:13:26,couch,1
2025-05-20 19:13:26,person,1
2025-05-20 19:13:26,couch,1
2025-05-20 19:13:26,chair,1
2025-05-20 19:13:26,person,1
2025-05-20 19:13:26,chair,1
2025-05-20 19:13:26,couch,1
2025-05-20 19:13:26,person,1
2025-05-20 19:13:26,chair,1
2025-05-20 19:13:26,person,1
2025-05-20 19:13:26,chair,1
2025-05-20 19:13:26,couch,1
2025-05-20 19:13:26,person,1
2025-05-20 19:13:26,chair,1
2025-05-20 19:13:26,couch,1
2025-05-20 19:13:27,person,1
2025-05-20 19:13:27,couch,1
2025-05-20 19:13:27,person,1
2025-05-20 19:13:27,chair,1
2025-05-20 19:13:27,person,1
2025-05-20 19:13:27,chair,1
2025-05-20 19:13:27,couch,1
2025-05-20 19:13:27,person,1
2025-05-20 19:13:27,couch,2
2025-05-20 19:13:27,chair,1
2025-05-20 19:13:27,person,1
2025-05-20 19:13:27,suitcase,1
